k,assignments_select,comparisons_select,operations_select,assignments_bubble,comparisons_bubble,operations_bubble,assignments_binInsertion,comparisons_binInsertion,operations_binInsertion
9000,26997,40495500,40522497,194640,33718779,33913419,20284623,303566,20588189
9100,27297,41400450,41427747,242853,35322609,35565462,20621660,307167,20928827
9200,27597,42315400,42342997,197550,21568939,21766489,21553545,311044,21864589
9300,27897,43240350,43268247,202638,34726349,34928987,22006006,314819,22320825
9400,28197,44175300,44203497,235689,43248459,43484148,21934642,318675,22253317
9500,28497,45120250,45148747,214368,40693450,40907818,22639788,322393,22962181
9600,28797,46075200,46103997,217017,42374640,42591657,23227801,326336,23554137
9700,29097,47040150,47069247,209958,33082464,33292422,23761080,330099,24091179
9800,29397,48015100,48044497,219201,33861240,34080441,24407200,333976,24741176
9900,29697,49000050,49029747,232857,29690045,29922902,24577578,337790,24915368
100,297,4950,5247,924,3624,4548,2625,1437,4062
200,597,19900,20497,2028,12519,14547,10186,3490,13676
300,897,44850,45747,3930,32760,36690,23379,5726,29105
400,1197,79800,80997,5298,49419,54717,40546,8142,48688
500,1497,124750,126247,5883,92619,98502,62178,10669,72847
600,1797,179700,181497,7614,114720,122334,87017,13220,100237
700,2097,244650,246747,10728,236135,246863,120883,15888,136771
800,2397,319600,321997,12696,257472,270168,167155,18649,185804
900,2697,404550,407247,13818,329084,342902,202712,21476,224188
1000,2997,499500,502497,18507,499094,517601,250570,24300,274870
1100,3297,604450,607747,18120,344890,363010,295469,27091,322560
1200,3597,719400,722997,17874,385247,403121,356631,30014,386645
1300,3897,844350,848247,21546,493647,515193,425127,32907,458034
1400,4197,979300,983497,27168,962280,989448,487626,35983,523609
1500,4497,1124250,1128747,26730,768504,795234,549429,39092,588521
1600,4797,1279200,1283997,30270,1278849,1309119,661450,42180,703630
1700,5097,1444150,1449247,30168,1081624,1111792,720144,45256,765400
1800,5397,1619100,1624497,32847,1419072,1451919,819681,48305,867986
1900,5697,1804050,1809747,34038,1762722,1796760,903560,51495,955055
2000,5997,1999000,2004997,44730,1986910,2031640,994468,54544,1049012
2100,6297,2203950,2210247,40470,1854084,1894554,1109534,57596,1167130
2200,6597,2418900,2425497,37692,1637025,1674717,1190738,60828,1251566
2300,6897,2643850,2650747,41685,1717009,1758694,1341149,64024,1405173
2400,7197,2878800,2885997,43812,2841672,2885484,1439742,67148,1506890
2500,7497,3123750,3131247,45411,2769689,2815100,1593266,70410,1663676
2600,7797,3378700,3386497,52608,2551159,2603767,1710004,73759,1783763
2700,8097,3643650,3651747,55752,3628599,3684351,1855161,76946,1932107
2800,8397,3918600,3926997,53439,3651785,3705224,1968077,80310,2048387
2900,8697,4203550,4212247,64329,4164210,4228539,2117533,83719,2201252
3000,8997,4498500,4507497,57444,3357695,3415139,2266736,87161,2353897
3100,9297,4803450,4812747,62556,4688969,4751525,2442038,90465,2532503
3200,9597,5118400,5127997,68163,5080450,5148613,2541781,93895,2635676
3300,9897,5443350,5453247,65166,2702039,2767205,2730605,97265,2827870
3400,10197,5778300,5788497,75138,4311972,4387110,2864949,100749,2965698
3500,10497,6123250,6133747,59859,3409965,3469824,3121195,104032,3225227
3600,10797,6478200,6488997,70827,5277725,5348552,3220201,107564,3327765
3700,11097,6843150,6854247,69351,4728554,4797905,3467613,110808,3578421
3800,11397,7218100,7229497,67530,4993105,5060635,3591997,114361,3706358
3900,11697,7603050,7614747,80691,6798504,6879195,3850145,117869,3968014
4000,11997,7998000,8009997,74145,6516219,6590364,4003851,121089,4124940
4100,12297,8402950,8415247,80337,6182172,6262509,4206094,124498,4330592
4200,12597,8817900,8830497,83304,7059150,7142454,4419957,127877,4547834
4300,12897,9242850,9255747,89778,8644979,8734757,4701593,131280,4832873
4400,13197,9677800,9690997,94689,9139597,9234286,4792847,134722,4927569
4500,13497,10122750,10136247,86292,6562304,6648596,4995356,138224,5133580
4600,13797,10577700,10591497,105489,8602622,8708111,5231970,141723,5373693
4700,14097,11042650,11056747,108999,10522960,10631959,5502150,145324,5647474
4800,14397,11517600,11531997,93078,7903584,7996662,5729696,148820,5878516
4900,14697,12002550,12017247,104910,9908469,10013379,5996931,152352,6149283
5000,14997,12497500,12512497,119280,11169865,11289145,6159054,155824,6314878
5100,15297,13002450,13017747,112833,10501484,10614317,6540345,159449,6699794
5200,15597,13517400,13532997,108516,11874822,11983338,6802922,163152,6966074
5300,15897,14042350,14058247,115191,11037424,11152615,7065565,166522,7232087
5400,16197,14577300,14593497,102702,8077485,8180187,7260840,170324,7431164
5500,16497,15122250,15138747,123177,14438385,14561562,7631443,174024,7805467
5600,16797,15677200,15693997,130149,12437415,12567564,8003781,177415,8181196
5700,17097,16242150,16259247,115908,15316670,15432578,8088497,181103,8269600
5800,17397,16817100,16834497,128892,15773810,15902702,8498714,184788,8683502
5900,17697,17402050,17419747,146907,17105215,17252122,8813444,188296,9001740
6000,17997,17997000,18014997,124758,14502954,14627712,8958052,192128,9150180
6100,18297,18601950,18620247,151632,18588584,18740216,9217027,195837,9412864
6200,18597,19216900,19235497,133698,18213664,18347362,9719909,199618,9919527
6300,18897,19841850,19860747,173376,19836285,20009661,9903121,203288,10106409
6400,19197,20476800,20495997,140031,15921129,16061160,10070337,206949,10277286
6500,19497,21121750,21141247,128646,15465184,15593830,10499791,210631,10710422
6600,19797,21776700,21796497,124536,9783947,9908483,10906750,214460,11121210
6700,20097,22441650,22461747,148626,19008140,19156766,11157928,217944,11375872
6800,20397,23116600,23136997,149256,14779114,14928370,11574966,221734,11796700
6900,20697,23801550,23822247,160674,22674299,22834973,11888110,225452,12113562
7000,20997,24496500,24517497,135180,11242974,11378154,12443615,229170,12672785
7100,21297,25201450,25222747,161973,23228359,23390332,12639515,232819,12872334
7200,21597,25916400,25937997,178935,21510404,21689339,12705278,236600,12941878
7300,21897,26641350,26663247,170832,26596200,26767032,13216130,240156,13456286
7400,22197,27376300,27398497,171237,26884764,27056001,13850980,243979,14094959
7500,22497,28121250,28143747,156963,19491315,19648278,13913830,247637,14161467
7600,22797,28876200,28898997,158841,20016255,20175096,14280744,251256,14532000
7700,23097,29641150,29664247,150810,18333760,18484570,14637930,255148,14893078
7800,23397,30416100,30439497,179859,29397222,29577081,15308984,258689,15567673
7900,23697,31201050,31224747,192471,29838975,30031446,15421774,262398,15684172
8000,23997,31996000,32019997,163503,19317870,19481373,16267132,266023,16533155
8100,24297,32800950,32825247,201465,32781644,32983109,16494772,269783,16764555
8200,24597,33615900,33640497,168678,28659374,28828052,17108465,273621,17382086
8300,24897,34440850,34465747,181002,25313722,25494724,17013144,277270,17290414
8400,25197,35275800,35300997,207792,34093847,34301639,17671447,280991,17952438
8500,25497,36120750,36146247,195216,35373497,35568713,17879308,284634,18163942
8600,25797,36975700,37001497,196914,35651322,35848236,18659451,288331,18947782
8700,26097,37840650,37866747,207813,33783674,33991487,19130763,292268,19423031
8800,26397,38715600,38741997,173361,25125309,25298670,19412608,295851,19708459
8900,26697,39600550,39627247,212769,38875140,39087909,19707115,299794,20006909
9000,26997,40495500,40522497,221022,38335419,38556441,20145685,303560,20449245
9100,27297,41400450,41427747,217164,24286275,24503439,20916246,307272,21223518
9200,27597,42315400,42342997,203163,32331654,32534817,21302959,311041,21614000
9300,27897,43240350,43268247,225705,42625964,42851669,21593346,314864,21908210
9400,28197,44175300,44203497,254343,43980300,44234643,22034544,318540,22353084
9500,28497,45120250,45148747,211635,25126924,25338559,22535878,322333,22858211
9600,28797,46075200,46103997,228102,44161254,44389356,23104323,326369,23430692
9700,29097,47040150,47069247,207612,26524935,26732547,23412228,330105,23742333
9800,29397,48015100,48044497,231393,43724115,43955508,24185272,334021,24519293
9900,29697,49000050,49029747,216381,33921764,34138145,24196423,337571,24533994
