k,assignments_select,comparisons_select,operations_select,assignments_bubble,comparisons_bubble,operations_bubble,assignments_binInsertion,comparisons_binInsertion,operations_binInsertion
2100,6297,2203950,2210247,0,2099,2099,827427,5879251,6706678
2200,6597,2418900,2425497,0,2199,2199,630377,5887298,6517675
2300,6897,2643850,2650747,0,2299,2299,1201724,5892013,7093737
2400,7197,2878800,2885997,0,2399,2399,1158172,5897354,7055526
2500,7497,3123750,3131247,0,2499,2499,1016637,5905531,6922168
2600,7797,3378700,3386497,0,2599,2599,699930,5916540,6616470
2700,8097,3643650,3651747,0,2699,2699,1702925,5921535,7624460
2800,8397,3918600,3926997,0,2799,2799,930159,5931958,6862117
2900,8697,4203550,4212247,0,2899,2899,1055189,5943581,6998770
3000,8997,4498500,4507497,0,2999,2999,1364922,5954586,7319508
3100,9297,4803450,4812747,0,3099,3099,2252195,5960837,8213032
3200,9597,5118400,5127997,0,3199,3199,1307333,5974714,7282047
3300,9897,5443350,5453247,0,3299,3299,1034809,5989887,7024696
3400,10197,5778300,5788497,0,3399,3399,2844547,5994686,8839233
3500,10497,6123250,6133747,0,3499,3499,2829813,6001635,8831448
3600,10797,6478200,6488997,0,3599,3599,3244067,6005534,9249601
3700,11097,6843150,6854247,0,3699,3699,2081841,6018497,8100338
3800,11397,7218100,7229497,0,3799,3799,3549612,6023700,9573312
3900,11697,7603050,7614747,0,3899,3899,1448082,6041125,7489207
4000,11997,7998000,8009997,0,3999,3999,3995036,6045978,10041014
4100,12297,8402950,8415247,0,4099,4099,3112904,6056469,9169373
4200,12597,8817900,8830497,0,4199,4199,4414808,6060894,10475702
4300,12897,9242850,9255747,0,4299,4299,2032579,6076077,8108656
4400,13197,9677800,9690997,0,4399,4399,2777688,6088624,8866312
4500,13497,10122750,10136247,0,4499,4499,2759570,6106141,8865711
4600,13797,10577700,10591497,0,4599,4599,4592661,6117674,10710335
4700,14097,11042650,11056747,0,4699,4699,2662398,6133609,8796007
4800,14397,11517600,11531997,0,4799,4799,2594232,6151322,8745554
4900,14697,12002550,12017247,0,4899,4899,3027440,6169465,9196905
5000,14997,12497500,12512497,0,4999,4999,5384377,6179354,11563731
5100,15297,13002450,13017747,0,5099,5099,3825623,6194931,10020554
5200,15597,13517400,13532997,0,5199,5199,6748243,6201384,12949627
5300,15897,14042350,14058247,0,5299,5299,3717030,6218791,9935821
5400,16197,14577300,14593497,0,5399,5399,6470062,6231360,12701422
5500,16497,15122250,15138747,0,5499,5499,7175577,6241377,13416954
5600,16797,15677200,15693997,0,5599,5599,4716277,6255866,10972143
5700,17097,16242150,16259247,0,5699,5699,2986781,6280519,9267300
5800,17397,16817100,16834497,0,5799,5799,5239855,6298656,11538511
5900,17697,17402050,17419747,0,5899,5899,5881074,6316027,12197101
6000,17997,17997000,18014997,0,5999,5999,8621874,6325702,14947576
6100,18297,18601950,18620247,0,6099,6099,4447083,6349795,10796878
6200,18597,19216900,19235497,0,6199,6199,4618045,6371746,10989791
6300,18897,19841850,19860747,0,6299,6299,4185938,6396411,10582349
6400,19197,20476800,20495997,0,6399,6399,10249277,6402948,16652225
6500,19497,21121750,21141247,0,6499,6499,4859756,6429759,11289515
6600,19797,21776700,21796497,0,6599,6599,9933381,6443040,16376421
6700,20097,22441650,22461747,0,6699,6699,5958836,6467337,12426173
6800,20397,23116600,23136997,0,6799,6799,11416987,6476364,17893351
6900,20697,23801550,23822247,0,6899,6899,11907628,6483669,18391297
7000,20997,24496500,24517497,0,6999,6999,7655367,6504010,14159377
7100,21297,25201450,25222747,0,7099,7099,10430726,6519581,16950307
7200,21597,25916400,25937997,0,7199,7199,10312202,6537950,16850152
7300,21897,26641350,26663247,0,7299,7299,13269227,6546525,19815752
7400,22197,27376300,27398497,0,7399,7399,8857822,6568620,15426442
7500,22497,28121250,28143747,0,7499,7499,11782638,6586899,18369537
7600,22797,28876200,28898997,0,7599,7599,10254024,6607580,16861604
7700,23097,29641150,29664247,0,7699,7699,8020217,6634141,14654358
7800,23397,30416100,30439497,0,7799,7799,14071257,6648140,20719397
7900,23697,31201050,31224747,0,7899,7899,8940318,6669771,15610089
8000,23997,31996000,32019997,0,7999,7999,11003915,6695602,17699517
8100,24297,32800950,32825247,0,8099,8099,11536137,6717691,18253828
8200,24597,33615900,33640497,0,8199,8199,7436094,6754600,14190694
8300,24897,34440850,34465747,0,8299,8299,6994159,6788067,13782226
8400,25197,35275800,35300997,0,8399,8399,10102978,6811076,16914054
8500,25497,36120750,36146247,0,8499,8499,16390790,6829265,23220055
8600,25797,36975700,37001497,0,8599,8599,18317781,6841814,25159595
8700,26097,37840650,37866747,0,8699,8699,15315787,6860987,22176774
8800,26397,38715600,38741997,0,8799,8799,14914028,6890056,21804084
8900,26697,39600550,39627247,0,8899,8899,9511122,6922073,16433195
9000,26997,40495500,40522497,0,8999,8999,16850088,6942764,23792852
9100,27297,41400450,41427747,0,9099,9099,20291664,6955057,27246721
9200,27597,42315400,42342997,0,9199,9199,6246924,7001888,13248812
9300,27897,43240350,43268247,0,9299,9299,8667452,7046735,15714187
9400,28197,44175300,44203497,0,9399,9399,14358337,7070024,21428361
9500,28497,45120250,45148747,0,9499,9499,10283198,7107099,17390297
9600,28797,46075200,46103997,0,9599,9599,10153839,7146338,17300177
9700,29097,47040150,47069247,0,9699,9699,20825970,7169705,27995675
9800,29397,48015100,48044497,0,9799,9799,13868407,7200402,21068809
9900,29697,49000050,49029747,0,9899,9899,13270624,7241381,20512005
