k,assignments_select,comparisons_select,operations_select,assignments_bubble,comparisons_bubble,operations_bubble,assignments_binInsertion,comparisons_binInsertion,operations_binInsertion
8400,25179,35275800,35300979,52383987,35268050,87652037,17478127,190083,17668210
8500,25470,36120750,36146220,54662862,36114080,90776942,18237952,192535,18430487
8600,25767,36975700,37001467,55463985,36972045,92436030,18505193,195167,18700360
8700,26061,37840650,37866711,56975331,37839054,94814385,19009175,197703,19206878
8800,26364,38715600,38741964,58290606,38710449,97001055,19447800,200219,19648019
8900,26676,39600550,39627226,59399448,39585325,98984773,19817614,202779,20020393
9000,26982,40495500,40522482,60236850,40492725,100729575,20096948,205443,20302391
9100,27279,41400450,41427729,62329233,41398239,103727472,20794609,207739,21002348
9200,27582,42315400,42342982,62677596,42304960,104982556,20910930,210437,21121367
9300,27873,43240350,43268223,64865181,43238919,108104100,21640325,212991,21853316
9400,28176,44175300,44203476,66701454,44169522,110870976,22252616,215655,22468271
9500,28470,45120250,45148720,68097588,45107370,113204958,22718194,218075,22936269
9600,28758,46075200,46103958,68898684,46025114,114923798,22985426,220681,23206107
9700,29067,47040150,47069217,70696731,47033480,117730211,23584975,223313,23808288
9800,29367,48015100,48044467,72916467,48004660,120921127,24325087,225911,24550998
9900,29667,49000050,49029717,74678319,48985854,123664173,24912571,228531,25141102
100,273,4950,5223,6363,4940,11303,2319,1005,3324
200,579,19900,20479,29265,19795,49060,10153,2383,12536
300,891,44850,45741,70359,44472,114831,24051,3911,27962
400,1191,79800,80991,123591,79680,203271,41995,5555,47550
500,1482,124750,126232,188046,124579,312625,63680,7269,70949
600,1782,179700,181482,277884,179447,457331,93826,9013,102839
700,2073,244650,246723,364893,244460,609353,123029,10839,133868
800,2382,319600,321982,480978,319495,800473,161924,12745,174669
900,2679,404550,407229,607023,404199,1011222,204139,14619,218758
1000,2979,499500,502479,749355,499445,1248800,251783,16535,268318
1100,3282,604450,607732,892476,603175,1495651,299690,18465,318155
1200,3579,719400,722979,1074561,718965,1793526,360585,20437,381022
1300,3861,844350,848211,1260321,843174,2103495,422705,22447,445152
1400,4182,979300,983482,1504968,978922,2483890,504454,24469,528923
1500,4482,1124250,1128732,1675062,1123430,2798492,561352,26543,587895
1600,4776,1279200,1283976,1914114,1277822,3191936,641236,28639,669875
1700,5067,1444150,1449217,2219037,1443874,3662911,743077,30773,773850
1800,5376,1619100,1624476,2394684,1617084,4011768,801826,32833,834659
1900,5691,1804050,1809741,2634825,1802922,4437747,882073,34875,916948
2000,5973,1999000,2004973,2971293,1992214,4963507,994429,37043,1031472
2100,6276,2203950,2210226,3237426,2203454,5440880,1083340,39133,1122473
2200,6579,2418900,2425479,3627741,2413122,6040863,1213645,41211,1254856
2300,6891,2643850,2650741,3969897,2643795,6613692,1327897,43415,1371312
2400,7179,2878800,2885979,4322361,2877939,7200300,1445585,45515,1491100
2500,7485,3123750,3131235,4732197,3123009,7855206,1582397,47793,1630190
2600,7776,3378700,3386476,5021958,3378349,8400307,1679184,49959,1729143
2700,8076,3643650,3651726,5390190,3639464,9029654,1802128,52251,1854379
2800,8361,3918600,3926961,5703597,3917739,9621336,1906797,54499,1961296
2900,8670,4203550,4212220,6346806,4201065,10547871,2121400,56771,2178171
3000,8967,4498500,4507467,6832461,4497372,11329833,2283485,59019,2342504
3100,9282,4803450,4812732,7397670,4802709,12200379,2472088,61341,2533429
3200,9582,5118400,5127982,7738662,5110774,12849436,2585952,63625,2649577
3300,9867,5443350,5453217,8148105,5443284,13591389,2722633,65955,2788588
3400,10182,5778300,5788482,8753238,5775060,14528298,2924544,68225,2992769
3500,10473,6123250,6133723,9365589,6122074,15487663,3128861,70547,3199408
3600,10785,6478200,6488985,9634575,6474797,16109372,3218723,72827,3291550
3700,11073,6843150,6854223,10408755,6841824,17250579,3476983,75171,3552154
3800,11382,7218100,7229482,10791342,7218055,18009397,3604712,77411,3682123
3900,11682,7603050,7614732,11330754,7595669,18926423,3784716,79723,3864439
4000,11982,7998000,8009982,11891190,7997139,19888329,3971728,82035,4053763
4100,12261,8402950,8415211,12410103,8399790,20809893,4144899,84305,4229204
4200,12558,8817900,8830458,13046916,8813805,21860721,4357370,86671,4444041
4300,12888,9242850,9255738,13970010,9233259,23203269,4665268,88993,4754261
4400,13182,9677800,9690982,14528880,9672340,24201220,4851758,91265,4943023
4500,13479,10122750,10136229,15374979,10115964,25490943,5133991,93679,5227670
4600,13776,10577700,10591476,15757536,10577105,26334641,5261710,95955,5357665
4700,14082,11042650,11056732,16528542,11041272,27569814,5518912,98497,5617409
4800,14370,11517600,11531970,17119998,11506869,28626867,5716264,100779,5817043
4900,14667,12002550,12017217,17980125,11998634,29978759,6003173,103117,6106290
5000,14970,12497500,12512470,18688728,12490479,31179207,6239574,105641,6345215
5100,15279,13002450,13017729,19448241,12992997,32441238,6492945,107959,6600904
5200,15576,13517400,13532976,20459370,13511405,33970775,6830188,110447,6940635
5300,15855,14042350,14058205,21029367,14039347,35068714,7020387,112845,7133232
5400,16170,14577300,14593470,21708036,14569425,36277461,7246810,115213,7362023
5500,16479,15122250,15138729,23049639,15122114,38171753,7694211,117697,7811908
5600,16782,15677200,15693982,23601654,15676534,39278188,7878416,120097,7998513
5700,17067,16242150,16259217,24492771,16241799,40734570,8175655,122649,8298304
5800,17355,16817100,16834455,25044303,16813095,41857398,8359699,125125,8484824
5900,17676,17402050,17419726,25800810,17400454,43201264,8612068,127531,8739599
6000,17973,17997000,18014973,26977851,17989497,44967348,9004615,130161,9134776
6100,18273,18601950,18620223,27704649,18579795,46284444,9247081,132559,9379640
6200,18564,19216900,19235464,28642446,19212435,47854881,9559880,135039,9694919
6300,18879,19841850,19860729,30082869,19831554,49914423,10040221,137529,10177750
6400,19173,20476800,20495973,30945327,20475719,51421046,10327907,140071,10467978
6500,19467,21121750,21141217,31392687,21121254,52513941,10477227,142595,10619822
6600,19758,21776700,21796458,32977122,21769074,54746196,11005572,145053,11150625
6700,20079,22441650,22461729,33637377,22435872,56073249,11225857,147577,11373434
6800,20382,23116600,23136982,34271856,23112945,57384801,11437550,150099,11587649
6900,20655,23801550,23822205,35524227,23788830,59313057,11855207,152669,12007876
7000,20973,24496500,24517473,36702657,24490505,61193162,12248217,155035,12403252
7100,21273,25201450,25222723,37652667,25200589,62853256,12565087,157593,12722680
7200,21570,25916400,25937970,38646828,25914384,64561212,12896674,160063,13056737
7300,21870,26641350,26663220,40159824,26640530,66800354,13401206,162637,13563843
7400,22176,27376300,27398476,40145730,27370944,67516674,13396708,165097,13561805
7500,22464,28121250,28143714,42339516,28120655,70460171,14128170,167591,14295761
7600,22782,28876200,28898982,43607010,28875735,72482745,14550868,170101,14720969
7700,23058,29641150,29664208,44098650,29640330,73738980,14714948,172629,14887577
7800,23373,30416100,30439473,45508533,30405947,75914480,15185109,175107,15360216
7900,23661,31201050,31224711,47281221,31189422,78470643,15776205,177609,15953814
8000,23970,31996000,32019970,48197790,31993722,80191512,16081928,180041,16261969
8100,24270,32800950,32825220,49023504,32789169,81812673,16357366,182523,16539889
8200,24576,33615900,33640476,50994132,33591590,84585722,17014442,185163,17199605
8300,24873,34440850,34465723,51745461,34436845,86182306,17265085,187533,17452618
8400,25176,35275800,35300976,52803894,35274474,88078368,17618096,189959,17808055
8500,25467,36120750,36146217,54346839,36113124,90459963,18132611,192611,18325222
8600,25773,36975700,37001473,54954525,36974710,91929235,18335373,195179,18530552
8700,26067,37840650,37866717,57172275,37837647,95009922,19074823,197693,19272516
8800,26373,38715600,38741973,58277643,38714060,96991703,19443479,200165,19643644
8900,26667,39600550,39627217,59468421,39600144,99068565,19840605,202813,20043418
9000,26976,40495500,40522476,60211806,40490649,100702455,20088600,205283,20293883
9100,27279,41400450,41427729,61891185,41396534,103287719,20648593,207967,20856560
9200,27576,42315400,42342976,62719728,42303154,105022882,20924974,210531,21135505
9300,27855,43240350,43268205,65414823,43240329,108655152,21823539,212937,22036476
9400,28161,44175300,44203461,65424951,44174559,109599510,21827115,215561,22042676
9500,28476,45120250,45148726,67666230,45118710,112784940,22574408,218149,22792557
9600,28773,46075200,46103973,68458701,46069422,114528123,22838765,220795,23059560
9700,29064,47040150,47069214,70730100,47022384,117752484,23596098,223371,23819469
9800,29382,48015100,48044482,72838962,48013722,120852684,24299252,225981,24525233
9900,29676,49000050,49029726,73457886,48997275,122455161,24505760,228463,24734223
